"movie_imdb_id","movie_names","production_company","id","id_str","name","screen_name","verified","hashtag_movie","movie_release_dates_list","toDate","fromDate"
"tt9684220","Bad Trip","Netflix / Orion Pictures",1050179784850829312,"1050179784850829312","Bad Trip","BadTripTheMovie",TRUE,"#BadTrip",2021-03-26,"202103260000","202102240000"
"tt9691136","Shadow in the Cloud","Vertical Entertainment",NA,NA,NA,NA,NA,"#ShadowintheCloud",2021-01-01,"202101010000","202012020000"
"tt9701940","Fear Street Part Two: 1978","Netflix / Chernin Entertainment",NA,NA,NA,NA,NA,"#FearStreetPartTwo:1978",2021-07-09,"202107090000","202106090000"
"tt9701942","Fear Street Part Three: 1666","Netflix / Chernin Entertainment",NA,NA,NA,NA,NA,"#FearStreetPartThree:1666",2021-07-16,"202107160000","202106160000"
"tt9731534","The Night House","Searchlight Pictures / TSG Entertainment",1265781681832644608,"1265781681832644613","The Night House","nighthousemovie",TRUE,"#TheNightHouse",2021-08-20,"202108200000","202107210000"
"tt9731682","Crisis","Quiver Distribution",95204203,"95204203","Crisis","crisis_uk",TRUE,"#Crisis",2021-02-26,"202102260000","202101270000"
"tt9735470","Little Fish","IFC Films / Black Bear Pictures",NA,NA,NA,NA,NA,"#LittleFish",2021-02-05,"202102050000","202101060000"
"tt9738716","The World to Come","Bleecker Street / Ingenious Media",NA,NA,NA,NA,NA,"#TheWorldtoCome",2021-03-02,"202103020000","202101310000"
"tt9770150","Nomadland","Searchlight Pictures / Hulu",1096457871238127616,"1096457871238127616","Nomadland","nomadlandfilm",TRUE,"#Nomadland",2021-02-19,"202102190000","202101200000"
"tt9777666","The Tomorrow War","Amazon Studios / Skydance Media / Paramount Pictures",1189680812058234880,"1189680812058234881","TheTomorrowWar","TheTomorrowWar",TRUE,"#TheTomorrowWar",2021-07-02,"202107020000","202106020000"
"tt9784798","Judas and the Black Messiah","Warner Bros. Pictures / Participant / Bron Creative / HBO Max",1348755752442355712,"1348755752442355715","Judas and the Black Messiah","JATBMFilm",TRUE,"#JudasandtheBlackMessiah",2021-02-12,"202102120000","202101130000"
"tt9789042","Small Engine Repair","Vertical Entertainment",NA,NA,NA,NA,NA,"#SmallEngineRepair",2021-09-10,"202109100000","202108110000"
"tt9844522","Escape Room: Tournament of Champions","Columbia Pictures / Original Film",1042668670617440256,"1042668670617440256","Escape Room","Escape_Room",TRUE,"#EscapeRoom:TournamentofChampions",2021-07-16,"202107160000","202106160000"
"tt9849004","Happily","Saban Films",20868446,"20868446","Eva Amurri","TheHappilyEva",TRUE,"#Happily",2021-03-19,"202103190000","202102170000"
"tt9883996","Dream Horse","Bleecker Street / Topic Studios / Film4 / Ingenious Media",1161017912607543296,"1161017912607543298","Dream Horse","DreamHorseMovie",TRUE,"#DreamHorse",2021-05-21,"202105210000","202104210000"
"tt9893250","I Care a Lot","Netflix / Amazon Studios / STXfilms / Black Bear Pictures",NA,NA,NA,NA,NA,"#ICareaLot",2021-02-19,"202102190000","202101200000"
